target name	accession	query name	description of target
DUF3253	PF11625.11	BGC0002033|c1|1487-1762|-|SAM23877_RS26570|DUF3253_domain-containing_protein|WP_079030442.1	Protein of unknown function (DUF3253)             
DUF3742	PF12553.11	BGC0002033|c1|1487-1762|-|SAM23877_RS26570|DUF3253_domain-containing_protein|WP_079030442.1	Protein of unknown function (DUF3742)             
Aminotran_1_2	PF00155.24	BGC0002033|c1|1836-3347|+|SAM23877_RS26575|PLP-dependent_aminotransferase_family_protein|WP_053138398.1	Aminotransferase class I and II             
GntR	PF00392.24	BGC0002033|c1|1836-3347|+|SAM23877_RS26575|PLP-dependent_aminotransferase_family_protein|WP_053138398.1	Bacterial regulatory proteins, gntR family             
Asp_aminotransf	PF12897.10	BGC0002033|c1|1836-3347|+|SAM23877_RS26575|PLP-dependent_aminotransferase_family_protein|WP_053138398.1	Aspartate amino-transferase                
Aldo_ket_red	PF00248.24	BGC0002033|c1|3596-4570|-|SAM23877_RS26580|aldo/keto_reductase|WP_053138404.1	Aldo/keto reductase family               
NAD_binding_10	PF13460.9	BGC0002033|c1|4601-5638|+|SAM23877_RS26585|NAD(P)H-binding_protein|WP_079030444.1	NAD(P)H-binding                 
NmrA	PF05368.16	BGC0002033|c1|4601-5638|+|SAM23877_RS26585|NAD(P)H-binding_protein|WP_079030444.1	NmrA-like family                
Epimerase	PF01370.24	BGC0002033|c1|4601-5638|+|SAM23877_RS26585|NAD(P)H-binding_protein|WP_079030444.1	NAD dependent epimerase/dehydratase family              
Sacchrp_dh_NADP	PF03435.21	BGC0002033|c1|4601-5638|+|SAM23877_RS26585|NAD(P)H-binding_protein|WP_079030444.1	Saccharopine dehydrogenase NADP binding domain             
DapB_N	PF01113.23	BGC0002033|c1|4601-5638|+|SAM23877_RS26585|NAD(P)H-binding_protein|WP_079030444.1	Dihydrodipicolinate reductase, N-terminus               
KR	PF08659.13	BGC0002033|c1|4601-5638|+|SAM23877_RS26585|NAD(P)H-binding_protein|WP_079030444.1	KR domain                
3Beta_HSD	PF01073.22	BGC0002033|c1|4601-5638|+|SAM23877_RS26585|NAD(P)H-binding_protein|WP_079030444.1	3-beta hydroxysteroid dehydrogenase/isomerase family              
RmlD_sub_bind	PF04321.20	BGC0002033|c1|4601-5638|+|SAM23877_RS26585|NAD(P)H-binding_protein|WP_079030444.1	RmlD substrate binding domain              
TrkA_N	PF02254.21	BGC0002033|c1|4601-5638|+|SAM23877_RS26585|NAD(P)H-binding_protein|WP_079030444.1	TrkA-N domain                
Semialdhyde_dh	PF01118.27	BGC0002033|c1|4601-5638|+|SAM23877_RS26585|NAD(P)H-binding_protein|WP_079030444.1	Semialdehyde dehydrogenase, NAD binding domain             
Glyco_hydro_26	PF02156.18	BGC0002033|c1|5661-6668|-|SAM23877_RS26590|glycosyl_hydrolase|WP_079030445.1	Glycosyl hydrolase family 26              
DDE_5	PF13546.9	BGC0002033|c1|7357-8520|+|SAM23877_RS26595|hypothetical_protein|WP_053138412.1	DDE superfamily endonuclease               
dTDP_sugar_isom	PF00908.20	BGC0002033|c1|8784-9404|-|SAM23877_RS26600|dTDP-4-keto-6-deoxy-D-glucose_epimerase|WP_053138415.1	dTDP-4-dehydrorhamnose 3,5-epimerase                
UDPGT	PF00201.21	BGC0002033|c1|9454-10671|-|SAM23877_RS26605|hypothetical_protein|WP_063483317.1	UDP-glucoronosyl and UDP-glucosyl transferase              
Glyco_tran_28_C	PF04101.19	BGC0002033|c1|9454-10671|-|SAM23877_RS26605|hypothetical_protein|WP_063483317.1	Glycosyltransferase family 28 C-terminal domain             
Glyco_trans_4_4	PF13579.9	BGC0002033|c1|9454-10671|-|SAM23877_RS26605|hypothetical_protein|WP_063483317.1	Glycosyl transferase 4-like domain              
Glyco_transf_4	PF13439.9	BGC0002033|c1|9454-10671|-|SAM23877_RS26605|hypothetical_protein|WP_063483317.1	Glycosyltransferase Family 4               
Glyco_trans_1_4	PF13692.9	BGC0002033|c1|9454-10671|-|SAM23877_RS26605|hypothetical_protein|WP_063483317.1	Glycosyl transferases group 1              
Glyco_transf_28	PF03033.23	BGC0002033|c1|9454-10671|-|SAM23877_RS26605|hypothetical_protein|WP_063483317.1	Glycosyltransferase family 28 N-terminal domain             
3HCDH_N	PF02737.21	BGC0002033|c1|10972-11787|+|SAM23877_RS26610|3-hydroxyacyl-CoA_dehydrogenase_family_protein|WP_107291978.1	3-hydroxyacyl-CoA dehydrogenase, NAD binding domain             
3HCDH	PF00725.25	BGC0002033|c1|10972-11787|+|SAM23877_RS26610|3-hydroxyacyl-CoA_dehydrogenase_family_protein|WP_107291978.1	3-hydroxyacyl-CoA dehydrogenase, C-terminal domain              
Exonuc_VII_L	PF02601.18	BGC0002033|c1|10972-11787|+|SAM23877_RS26610|3-hydroxyacyl-CoA_dehydrogenase_family_protein|WP_107291978.1	Exonuclease VII, large subunit              
PP-binding	PF00550.28	BGC0002033|c1|11784-12095|+|SAM23877_RS26615|acyl_carrier_protein|WP_053138424.1	Phosphopantetheine attachment site               
Acyl-CoA_dh_1	PF00441.27	BGC0002033|c1|12130-13209|+|SAM23877_RS26620|acyl-CoA_dehydrogenase_family_protein|WP_107408737.1	Acyl-CoA dehydrogenase, C-terminal domain              
Acyl-CoA_dh_M	PF02770.22	BGC0002033|c1|12130-13209|+|SAM23877_RS26620|acyl-CoA_dehydrogenase_family_protein|WP_107408737.1	Acyl-CoA dehydrogenase, middle domain              
Acyl-CoA_dh_N	PF02771.19	BGC0002033|c1|12130-13209|+|SAM23877_RS26620|acyl-CoA_dehydrogenase_family_protein|WP_107408737.1	Acyl-CoA dehydrogenase, N-terminal domain              
Acyl-CoA_dh_2	PF08028.14	BGC0002033|c1|12130-13209|+|SAM23877_RS26620|acyl-CoA_dehydrogenase_family_protein|WP_107408737.1	Acyl-CoA dehydrogenase, C-terminal domain              
HpaB_N	PF11794.11	BGC0002033|c1|12130-13209|+|SAM23877_RS26620|acyl-CoA_dehydrogenase_family_protein|WP_107408737.1	4-hydroxyphenylacetate 3-hydroxylase N terminal              
Hydrolase	PF00702.29	BGC0002033|c1|13298-14413|+|SAM23877_RS26625|HAD-IIIC_family_phosphatase|WP_053138430.1	haloacid dehalogenase-like hydrolase               
HAD_2	PF13419.9	BGC0002033|c1|13298-14413|+|SAM23877_RS26625|HAD-IIIC_family_phosphatase|WP_053138430.1	Haloacid dehalogenase-like hydrolase               
Acid_PPase	PF12689.10	BGC0002033|c1|13298-14413|+|SAM23877_RS26625|HAD-IIIC_family_phosphatase|WP_053138430.1	Acid Phosphatase                
HTH_38	PF13936.9	BGC0002033|c1|13298-14413|+|SAM23877_RS26625|HAD-IIIC_family_phosphatase|WP_053138430.1	Helix-turn-helix domain                
DUF705	PF05152.15	BGC0002033|c1|13298-14413|+|SAM23877_RS26625|HAD-IIIC_family_phosphatase|WP_053138430.1	Protein of unknown function (DUF705)             
Methyltransf_14	PF08484.14	BGC0002033|c1|14410-15642|+|SAM23877_RS26630|methyltransferase_domain-containing_protein|WP_053138433.1	C-methyltransferase C-terminal domain               
Methyltransf_13	PF08421.14	BGC0002033|c1|14410-15642|+|SAM23877_RS26630|methyltransferase_domain-containing_protein|WP_053138433.1	Putative zinc binding domain              
Methyltransf_23	PF13489.9	BGC0002033|c1|14410-15642|+|SAM23877_RS26630|methyltransferase_domain-containing_protein|WP_053138433.1	Methyltransferase domain                
Methyltransf_11	PF08241.15	BGC0002033|c1|14410-15642|+|SAM23877_RS26630|methyltransferase_domain-containing_protein|WP_053138433.1	Methyltransferase domain                
CAAX_1	PF15895.8	BGC0002033|c1|14410-15642|+|SAM23877_RS26630|methyltransferase_domain-containing_protein|WP_053138433.1	CAAX box cerebral protein 1             
Aldo_ket_red	PF00248.24	BGC0002033|c1|15685-16692|-|SAM23877_RS26635|aldo/keto_reductase|WP_053138436.1	Aldo/keto reductase family               
Epimerase	PF01370.24	BGC0002033|c1|16689-17693|-|SAM23877_RS26640|NAD(P)-dependent_oxidoreductase|WP_053138439.1	NAD dependent epimerase/dehydratase family              
NAD_binding_10	PF13460.9	BGC0002033|c1|16689-17693|-|SAM23877_RS26640|NAD(P)-dependent_oxidoreductase|WP_053138439.1	NAD(P)H-binding                 
3Beta_HSD	PF01073.22	BGC0002033|c1|16689-17693|-|SAM23877_RS26640|NAD(P)-dependent_oxidoreductase|WP_053138439.1	3-beta hydroxysteroid dehydrogenase/isomerase family              
GDP_Man_Dehyd	PF16363.8	BGC0002033|c1|16689-17693|-|SAM23877_RS26640|NAD(P)-dependent_oxidoreductase|WP_053138439.1	GDP-mannose 4,6 dehydratase               
NAD_binding_4	PF07993.15	BGC0002033|c1|16689-17693|-|SAM23877_RS26640|NAD(P)-dependent_oxidoreductase|WP_053138439.1	Male sterility protein               
RmlD_sub_bind	PF04321.20	BGC0002033|c1|16689-17693|-|SAM23877_RS26640|NAD(P)-dependent_oxidoreductase|WP_053138439.1	RmlD substrate binding domain              
Sacchrp_dh_NADP	PF03435.21	BGC0002033|c1|16689-17693|-|SAM23877_RS26640|NAD(P)-dependent_oxidoreductase|WP_053138439.1	Saccharopine dehydrogenase NADP binding domain             
NmrA	PF05368.16	BGC0002033|c1|16689-17693|-|SAM23877_RS26640|NAD(P)-dependent_oxidoreductase|WP_053138439.1	NmrA-like family                
adh_short	PF00106.28	BGC0002033|c1|16689-17693|-|SAM23877_RS26640|NAD(P)-dependent_oxidoreductase|WP_053138439.1	short chain dehydrogenase               
DUF1205	PF06722.15	BGC0002033|c1|17683-18861|-|SAM23877_RS26645|DUF1205_domain-containing_protein|WP_053138443.1	Protein of unknown function (DUF1205)             
Glyco_tran_28_C	PF04101.19	BGC0002033|c1|17683-18861|-|SAM23877_RS26645|DUF1205_domain-containing_protein|WP_053138443.1	Glycosyltransferase family 28 C-terminal domain             
UDPGT	PF00201.21	BGC0002033|c1|17683-18861|-|SAM23877_RS26645|DUF1205_domain-containing_protein|WP_053138443.1	UDP-glucoronosyl and UDP-glucosyl transferase              
Glyco_transf_4	PF13439.9	BGC0002033|c1|17683-18861|-|SAM23877_RS26645|DUF1205_domain-containing_protein|WP_053138443.1	Glycosyltransferase Family 4               
DUF1205	PF06722.15	BGC0002033|c1|18978-20249|-|SAM23877_RS26650|activator-dependent_family_glycosyltransferase|WP_053138447.1	Protein of unknown function (DUF1205)             
UDPGT	PF00201.21	BGC0002033|c1|18978-20249|-|SAM23877_RS26650|activator-dependent_family_glycosyltransferase|WP_053138447.1	UDP-glucoronosyl and UDP-glucosyl transferase              
Glyco_tran_28_C	PF04101.19	BGC0002033|c1|18978-20249|-|SAM23877_RS26650|activator-dependent_family_glycosyltransferase|WP_053138447.1	Glycosyltransferase family 28 C-terminal domain             
p450	PF00067.25	BGC0002033|c1|20306-21544|-|SAM23877_RS26655|P450-derived_glycosyltransferase_activator|WP_053138450.1	Cytochrome P450                
GFO_IDH_MocA	PF01408.25	BGC0002033|c1|21857-22897|+|SAM23877_RS26660|Gfo/Idh/MocA_family_oxidoreductase|WP_079030446.1	Oxidoreductase family, NAD-binding Rossmann fold             
NAD_binding_3	PF03447.19	BGC0002033|c1|21857-22897|+|SAM23877_RS26660|Gfo/Idh/MocA_family_oxidoreductase|WP_079030446.1	Homoserine dehydrogenase, NAD binding domain             
GFO_IDH_MocA_C	PF02894.20	BGC0002033|c1|21857-22897|+|SAM23877_RS26660|Gfo/Idh/MocA_family_oxidoreductase|WP_079030446.1	Oxidoreductase family, C-terminal alpha/beta domain             
Epimerase	PF01370.24	BGC0002033|c1|23006-24049|-|SAM23877_RS26665|hypothetical_protein|WP_053138455.1	NAD dependent epimerase/dehydratase family              
NAD_binding_10	PF13460.9	BGC0002033|c1|23006-24049|-|SAM23877_RS26665|hypothetical_protein|WP_053138455.1	NAD(P)H-binding                 
GTP-bdg_N	PF13167.9	BGC0002033|c1|24369-25766|+|SAM23877_RS26670|GTPase_HflX|WP_079030798.1	GTP-binding GTPase N-terminal               
GTP-bdg_M	PF16360.8	BGC0002033|c1|24369-25766|+|SAM23877_RS26670|GTPase_HflX|WP_079030798.1	GTP-binding GTPase Middle Region              
MMR_HSR1	PF01926.26	BGC0002033|c1|24369-25766|+|SAM23877_RS26670|GTPase_HflX|WP_079030798.1	50S ribosome-binding GTPase               
FeoB_N	PF02421.21	BGC0002033|c1|24369-25766|+|SAM23877_RS26670|GTPase_HflX|WP_079030798.1	Ferrous iron transport protein B             
HflX_C	PF19275.2	BGC0002033|c1|24369-25766|+|SAM23877_RS26670|GTPase_HflX|WP_079030798.1	HflX C-terminal domain               
B12-binding	PF02310.22	BGC0002033|c1|24369-25766|+|SAM23877_RS26670|GTPase_HflX|WP_079030798.1	B12 binding domain               
MMR_HSR1_Xtn	PF16897.8	BGC0002033|c1|24369-25766|+|SAM23877_RS26670|GTPase_HflX|WP_079030798.1	C-terminal region of MMR_HSR1 domain             
RsgA_GTPase	PF03193.19	BGC0002033|c1|24369-25766|+|SAM23877_RS26670|GTPase_HflX|WP_079030798.1	RsgA GTPase                
Dynamin_N	PF00350.26	BGC0002033|c1|24369-25766|+|SAM23877_RS26670|GTPase_HflX|WP_079030798.1	Dynamin family                
GTP_EFTU	PF00009.30	BGC0002033|c1|24369-25766|+|SAM23877_RS26670|GTPase_HflX|WP_079030798.1	Elongation factor Tu GTP binding domain            
SRPRB	PF09439.13	BGC0002033|c1|24369-25766|+|SAM23877_RS26670|GTPase_HflX|WP_079030798.1	Signal recognition particle receptor beta subunit            
DegT_DnrJ_EryC1	PF01041.20	BGC0002033|c1|25830-27131|-|SAM23877_RS26675|lipopolysaccharide_biosynthesis_protein_RfbH|WP_053138458.1	DegT/DnrJ/EryC1/StrS aminotransferase family               
Beta_elim_lyase	PF01212.24	BGC0002033|c1|25830-27131|-|SAM23877_RS26675|lipopolysaccharide_biosynthesis_protein_RfbH|WP_053138458.1	Beta-eliminating lyase                
ABC_tran	PF00005.30	BGC0002033|c1|27475-29127|+|SAM23877_RS26680|ABC-F_type_ribosomal_protection_protein_Srm(B)|WP_053138477.1	ABC transporter                
AAA_21	PF13304.9	BGC0002033|c1|27475-29127|+|SAM23877_RS26680|ABC-F_type_ribosomal_protection_protein_Srm(B)|WP_053138477.1	AAA domain, putative AbiEii toxin, Type IV TA system         
AAA_29	PF13555.9	BGC0002033|c1|27475-29127|+|SAM23877_RS26680|ABC-F_type_ribosomal_protection_protein_Srm(B)|WP_053138477.1	P-loop containing region of AAA domain            
AAA_16	PF13191.9	BGC0002033|c1|27475-29127|+|SAM23877_RS26680|ABC-F_type_ribosomal_protection_protein_Srm(B)|WP_053138477.1	AAA ATPase domain               
SMC_N	PF02463.22	BGC0002033|c1|27475-29127|+|SAM23877_RS26680|ABC-F_type_ribosomal_protection_protein_Srm(B)|WP_053138477.1	RecF/RecN/SMC N terminal domain              
AAA_30	PF13604.9	BGC0002033|c1|27475-29127|+|SAM23877_RS26680|ABC-F_type_ribosomal_protection_protein_Srm(B)|WP_053138477.1	AAA domain                
AAA_23	PF13476.9	BGC0002033|c1|27475-29127|+|SAM23877_RS26680|ABC-F_type_ribosomal_protection_protein_Srm(B)|WP_053138477.1	AAA domain                
AAA_22	PF13401.9	BGC0002033|c1|27475-29127|+|SAM23877_RS26680|ABC-F_type_ribosomal_protection_protein_Srm(B)|WP_053138477.1	AAA domain                
FtsK_SpoIIIE	PF01580.21	BGC0002033|c1|27475-29127|+|SAM23877_RS26680|ABC-F_type_ribosomal_protection_protein_Srm(B)|WP_053138477.1	FtsK/SpoIIIE family                
Rad17	PF03215.18	BGC0002033|c1|27475-29127|+|SAM23877_RS26680|ABC-F_type_ribosomal_protection_protein_Srm(B)|WP_053138477.1	Rad17 P-loop domain               
AAA_18	PF13238.9	BGC0002033|c1|27475-29127|+|SAM23877_RS26680|ABC-F_type_ribosomal_protection_protein_Srm(B)|WP_053138477.1	AAA domain                
ABC_tran_Xtn	PF12848.10	BGC0002033|c1|27475-29127|+|SAM23877_RS26680|ABC-F_type_ribosomal_protection_protein_Srm(B)|WP_053138477.1	ABC transporter                
RsgA_GTPase	PF03193.19	BGC0002033|c1|27475-29127|+|SAM23877_RS26680|ABC-F_type_ribosomal_protection_protein_Srm(B)|WP_053138477.1	RsgA GTPase                
Zeta_toxin	PF06414.15	BGC0002033|c1|27475-29127|+|SAM23877_RS26680|ABC-F_type_ribosomal_protection_protein_Srm(B)|WP_053138477.1	Zeta toxin                
NTPase_1	PF03266.18	BGC0002033|c1|27475-29127|+|SAM23877_RS26680|ABC-F_type_ribosomal_protection_protein_Srm(B)|WP_053138477.1	NTPase                 
AAA_28	PF13521.9	BGC0002033|c1|27475-29127|+|SAM23877_RS26680|ABC-F_type_ribosomal_protection_protein_Srm(B)|WP_053138477.1	AAA domain                
NACHT	PF05729.15	BGC0002033|c1|27475-29127|+|SAM23877_RS26680|ABC-F_type_ribosomal_protection_protein_Srm(B)|WP_053138477.1	NACHT domain                
MMR_HSR1	PF01926.26	BGC0002033|c1|27475-29127|+|SAM23877_RS26680|ABC-F_type_ribosomal_protection_protein_Srm(B)|WP_053138477.1	50S ribosome-binding GTPase               
T2SSE	PF00437.23	BGC0002033|c1|27475-29127|+|SAM23877_RS26680|ABC-F_type_ribosomal_protection_protein_Srm(B)|WP_053138477.1	Type II/IV secretion system protein             
AAA_33	PF13671.9	BGC0002033|c1|27475-29127|+|SAM23877_RS26680|ABC-F_type_ribosomal_protection_protein_Srm(B)|WP_053138477.1	AAA domain                
AAA_25	PF13481.9	BGC0002033|c1|27475-29127|+|SAM23877_RS26680|ABC-F_type_ribosomal_protection_protein_Srm(B)|WP_053138477.1	AAA domain                
AAA_15	PF13175.9	BGC0002033|c1|27475-29127|+|SAM23877_RS26680|ABC-F_type_ribosomal_protection_protein_Srm(B)|WP_053138477.1	AAA ATPase domain               
His_Phos_1	PF00300.25	BGC0002033|c1|27475-29127|+|SAM23877_RS26680|ABC-F_type_ribosomal_protection_protein_Srm(B)|WP_053138477.1	Histidine phosphatase superfamily (branch 1)             
ATP-synt_ab	PF00006.28	BGC0002033|c1|27475-29127|+|SAM23877_RS26680|ABC-F_type_ribosomal_protection_protein_Srm(B)|WP_053138477.1	ATP synthase alpha/beta family, nucleotide-binding domain            
Dynamin_N	PF00350.26	BGC0002033|c1|27475-29127|+|SAM23877_RS26680|ABC-F_type_ribosomal_protection_protein_Srm(B)|WP_053138477.1	Dynamin family                
AAA_24	PF13479.9	BGC0002033|c1|27475-29127|+|SAM23877_RS26680|ABC-F_type_ribosomal_protection_protein_Srm(B)|WP_053138477.1	AAA domain                
MeaB	PF03308.19	BGC0002033|c1|27475-29127|+|SAM23877_RS26680|ABC-F_type_ribosomal_protection_protein_Srm(B)|WP_053138477.1	Methylmalonyl Co-A mutase-associated GTPase MeaB             
RNA_helicase	PF00910.25	BGC0002033|c1|27475-29127|+|SAM23877_RS26680|ABC-F_type_ribosomal_protection_protein_Srm(B)|WP_053138477.1	RNA helicase                
AAA	PF00004.32	BGC0002033|c1|27475-29127|+|SAM23877_RS26680|ABC-F_type_ribosomal_protection_protein_Srm(B)|WP_053138477.1	ATPase family associated with various cellular activities (AAA)          
ABC_ATPase	PF09818.12	BGC0002033|c1|27475-29127|+|SAM23877_RS26680|ABC-F_type_ribosomal_protection_protein_Srm(B)|WP_053138477.1	ATPase of the ABC class             
bpMoxR	PF20030.2	BGC0002033|c1|27475-29127|+|SAM23877_RS26680|ABC-F_type_ribosomal_protection_protein_Srm(B)|WP_053138477.1	MoxR domain in the MoxR-vWA-beta-propeller ternary systems           
DUF815	PF05673.16	BGC0002033|c1|27475-29127|+|SAM23877_RS26680|ABC-F_type_ribosomal_protection_protein_Srm(B)|WP_053138477.1	Protein of unknown function (DUF815)             
SbcC_Walker_B	PF13558.9	BGC0002033|c1|27475-29127|+|SAM23877_RS26680|ABC-F_type_ribosomal_protection_protein_Srm(B)|WP_053138477.1	SbcC/RAD50-like, Walker B motif              
DUF87	PF01935.20	BGC0002033|c1|27475-29127|+|SAM23877_RS26680|ABC-F_type_ribosomal_protection_protein_Srm(B)|WP_053138477.1	Helicase HerA, central domain              
cobW	PF02492.22	BGC0002033|c1|27475-29127|+|SAM23877_RS26680|ABC-F_type_ribosomal_protection_protein_Srm(B)|WP_053138477.1	CobW/HypB/UreG, nucleotide-binding domain               
TsaE	PF02367.20	BGC0002033|c1|27475-29127|+|SAM23877_RS26680|ABC-F_type_ribosomal_protection_protein_Srm(B)|WP_053138477.1	Threonylcarbamoyl adenosine biosynthesis protein TsaE             
AAA_27	PF13514.9	BGC0002033|c1|27475-29127|+|SAM23877_RS26680|ABC-F_type_ribosomal_protection_protein_Srm(B)|WP_053138477.1	AAA domain                
VirE	PF05272.14	BGC0002033|c1|27475-29127|+|SAM23877_RS26680|ABC-F_type_ribosomal_protection_protein_Srm(B)|WP_053138477.1	Virulence-associated protein E               
PIF1	PF05970.17	BGC0002033|c1|27475-29127|+|SAM23877_RS26680|ABC-F_type_ribosomal_protection_protein_Srm(B)|WP_053138477.1	PIF1-like helicase                
dNK	PF01712.22	BGC0002033|c1|27475-29127|+|SAM23877_RS26680|ABC-F_type_ribosomal_protection_protein_Srm(B)|WP_053138477.1	Deoxynucleoside kinase                
ATP_bind_1	PF03029.20	BGC0002033|c1|27475-29127|+|SAM23877_RS26680|ABC-F_type_ribosomal_protection_protein_Srm(B)|WP_053138477.1	Conserved hypothetical ATP binding protein             
AAA_5	PF07728.17	BGC0002033|c1|27475-29127|+|SAM23877_RS26680|ABC-F_type_ribosomal_protection_protein_Srm(B)|WP_053138477.1	AAA domain (dynein-related subfamily)              
Roc	PF08477.16	BGC0002033|c1|27475-29127|+|SAM23877_RS26680|ABC-F_type_ribosomal_protection_protein_Srm(B)|WP_053138477.1	Ras of Complex, Roc, domain of DAPkinase           
AAA_13	PF13166.9	BGC0002033|c1|27475-29127|+|SAM23877_RS26680|ABC-F_type_ribosomal_protection_protein_Srm(B)|WP_053138477.1	AAA domain                
AAA_7	PF12775.10	BGC0002033|c1|27475-29127|+|SAM23877_RS26680|ABC-F_type_ribosomal_protection_protein_Srm(B)|WP_053138477.1	P-loop containing dynein motor region             
DAP3	PF10236.12	BGC0002033|c1|27475-29127|+|SAM23877_RS26680|ABC-F_type_ribosomal_protection_protein_Srm(B)|WP_053138477.1	Mitochondrial ribosomal death-associated protein 3             
MutS_V	PF00488.24	BGC0002033|c1|27475-29127|+|SAM23877_RS26680|ABC-F_type_ribosomal_protection_protein_Srm(B)|WP_053138477.1	MutS domain V               
AAA_14	PF13173.9	BGC0002033|c1|27475-29127|+|SAM23877_RS26680|ABC-F_type_ribosomal_protection_protein_Srm(B)|WP_053138477.1	AAA domain                
CLP1_P	PF16575.8	BGC0002033|c1|27475-29127|+|SAM23877_RS26680|ABC-F_type_ribosomal_protection_protein_Srm(B)|WP_053138477.1	mRNA cleavage and polyadenylation factor CLP1 P-loop           
ATPase_2	PF01637.21	BGC0002033|c1|27475-29127|+|SAM23877_RS26680|ABC-F_type_ribosomal_protection_protein_Srm(B)|WP_053138477.1	ATPase domain predominantly from Archaea             
TIR-like	PF10137.12	BGC0002033|c1|27475-29127|+|SAM23877_RS26680|ABC-F_type_ribosomal_protection_protein_Srm(B)|WP_053138477.1	Predicted nucleotide-binding protein containing TIR-like domain            
DLIC	PF05783.14	BGC0002033|c1|27475-29127|+|SAM23877_RS26680|ABC-F_type_ribosomal_protection_protein_Srm(B)|WP_053138477.1	Dynein light intermediate chain (DLIC)             
RuvB_N	PF05496.15	BGC0002033|c1|27475-29127|+|SAM23877_RS26680|ABC-F_type_ribosomal_protection_protein_Srm(B)|WP_053138477.1	Holliday junction DNA helicase RuvB P-loop domain           
PduV-EutP	PF10662.12	BGC0002033|c1|27475-29127|+|SAM23877_RS26680|ABC-F_type_ribosomal_protection_protein_Srm(B)|WP_053138477.1	Ethanolamine utilisation - propanediol utilisation             
Cytidylate_kin	PF02224.21	BGC0002033|c1|27475-29127|+|SAM23877_RS26680|ABC-F_type_ribosomal_protection_protein_Srm(B)|WP_053138477.1	Cytidylate kinase                
Herpes_Helicase	PF02689.17	BGC0002033|c1|27475-29127|+|SAM23877_RS26680|ABC-F_type_ribosomal_protection_protein_Srm(B)|WP_053138477.1	Helicase                 
HTH_30	PF13556.9	BGC0002033|c1|29238-31205|-|SAM23877_RS26685|GAF_domain-containing_protein|WP_053138480.1	PucR C-terminal helix-turn-helix domain              
GGDEF_2	PF17853.4	BGC0002033|c1|29238-31205|-|SAM23877_RS26685|GAF_domain-containing_protein|WP_053138480.1	GGDEF-like domain                
GAF_2	PF13185.9	BGC0002033|c1|29238-31205|-|SAM23877_RS26685|GAF_domain-containing_protein|WP_053138480.1	GAF domain                
GAF	PF01590.29	BGC0002033|c1|29238-31205|-|SAM23877_RS26685|GAF_domain-containing_protein|WP_053138480.1	GAF domain                
GAF_3	PF13492.9	BGC0002033|c1|29238-31205|-|SAM23877_RS26685|GAF_domain-containing_protein|WP_053138480.1	GAF domain                
HTH_1	PF00126.30	BGC0002033|c1|29238-31205|-|SAM23877_RS26685|GAF_domain-containing_protein|WP_053138480.1	Bacterial regulatory helix-turn-helix protein, lysR family            
HTH_23	PF13384.9	BGC0002033|c1|29238-31205|-|SAM23877_RS26685|GAF_domain-containing_protein|WP_053138480.1	Homeodomain-like domain                
Methyltransf_25	PF13649.9	BGC0002033|c1|31780-32499|+|SAM23877_RS26690|class_I_SAM-dependent_methyltransferase|WP_053138489.1	Methyltransferase domain                
Methyltransf_11	PF08241.15	BGC0002033|c1|31780-32499|+|SAM23877_RS26690|class_I_SAM-dependent_methyltransferase|WP_053138489.1	Methyltransferase domain                
Methyltransf_23	PF13489.9	BGC0002033|c1|31780-32499|+|SAM23877_RS26690|class_I_SAM-dependent_methyltransferase|WP_053138489.1	Methyltransferase domain                
Methyltransf_12	PF08242.15	BGC0002033|c1|31780-32499|+|SAM23877_RS26690|class_I_SAM-dependent_methyltransferase|WP_053138489.1	Methyltransferase domain                
NodS	PF05401.14	BGC0002033|c1|31780-32499|+|SAM23877_RS26690|class_I_SAM-dependent_methyltransferase|WP_053138489.1	Nodulation protein S (NodS)              
Methyltransf_31	PF13847.9	BGC0002033|c1|31780-32499|+|SAM23877_RS26690|class_I_SAM-dependent_methyltransferase|WP_053138489.1	Methyltransferase domain                
CMAS	PF02353.23	BGC0002033|c1|31780-32499|+|SAM23877_RS26690|class_I_SAM-dependent_methyltransferase|WP_053138489.1	Mycolic acid cyclopropane synthetase              
MetW	PF07021.15	BGC0002033|c1|31780-32499|+|SAM23877_RS26690|class_I_SAM-dependent_methyltransferase|WP_053138489.1	Methionine biosynthesis protein MetW              
Methyltransf_15	PF09445.13	BGC0002033|c1|31780-32499|+|SAM23877_RS26690|class_I_SAM-dependent_methyltransferase|WP_053138489.1	RNA cap guanine-N2 methyltransferase              
FMN_red	PF03358.18	BGC0002033|c1|31780-32499|+|SAM23877_RS26690|class_I_SAM-dependent_methyltransferase|WP_053138489.1	NADPH-dependent FMN reductase               
DegT_DnrJ_EryC1	PF01041.20	BGC0002033|c1|32627-33751|-|SAM23877_RS26695|DegT/DnrJ/EryC1/StrS_family_aminotransferase|WP_079030799.1	DegT/DnrJ/EryC1/StrS aminotransferase family               
Aminotran_1_2	PF00155.24	BGC0002033|c1|32627-33751|-|SAM23877_RS26695|DegT/DnrJ/EryC1/StrS_family_aminotransferase|WP_079030799.1	Aminotransferase class I and II             
Aminotran_5	PF00266.22	BGC0002033|c1|32627-33751|-|SAM23877_RS26695|DegT/DnrJ/EryC1/StrS_family_aminotransferase|WP_079030799.1	Aminotransferase class-V                
